ปีงบประมาณ,วันที่รายงาน,ระดับสรุป,ระดับชั้น,แผนงาน,กลุ่มรายจ่าย,หมวดงบรายจ่าย,หมวดค่าใช้จ่าย,ชื่อกลุ่ม,จัดสรร,รวมเบิกจ่ายและผูกพัน,คงเหลือ,จำนวนรายการย่อยสุดภายใต้กลุ่ม,รหัสเอกสาร,ไฟล์ต้นทาง,หน้าอ้างอิง
2567,2567-10-31,หมวดงบรายจ่าย,3,แผนงานบุคลากรภาครัฐ,,งบบุคลากร,,งบบุคลากร,1562252500.0,1213934371.43,348318128.57,7,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,1
2567,2567-10-31,หมวดงบรายจ่าย,3,แผนงานบุคลากรภาครัฐ,,งบดำเนินงาน,,งบดำเนินงาน,176412000.0,35491561.57,140777398.43,6,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,1
2567,2567-10-31,หมวดค่าใช้จ่าย,4,แผนงานบุคลากรภาครัฐ,,งบดำเนินงาน,ค่าตอบแทน,- ค่าตอบแทน,134648400.0,2368456.57,132279943.43,3,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,1
2567,2567-10-31,หมวดค่าใช้จ่าย,4,แผนงานบุคลากรภาครัฐ,,งบดำเนินงาน,ค่าใช้สอย,- ค่าใช้สอย,41763600.0,33123105.0,8497455.0,3,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,1
2567,2567-10-31,หมวดงบรายจ่าย,3,แผนงานบุคลากรภาครัฐ,,งบรายจ่ายอื่น,,งบรายจ่ายอื่น,600000.0,484800.0,293970.0,1,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,1
2567,2567-10-31,แผนงาน,1,แผนงานพื้นฐาน,,,,แผนงานพื้นฐาน,1276025400.0,948492793.03,333022412.47,71,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,1
2567,2567-10-31,กลุ่มรายจ่าย,2,แผนงานพื้นฐาน,รายจ่ายเพื่อบริหารงานประจำ,,,รายจ่ายเพื่อบริหารงานประจำ,1276025400.0,948492793.03,333022412.47,71,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,1
2567,2567-10-31,หมวดงบรายจ่าย,3,แผนงานพื้นฐาน,รายจ่ายเพื่อบริหารงานประจำ,งบดำเนินงาน,,งบดำเนินงาน,1031906600.0,870507538.99,161005294.51,62,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,1
2567,2567-10-31,หมวดค่าใช้จ่าย,4,แผนงานพื้นฐาน,รายจ่ายเพื่อบริหารงานประจำ,งบดำเนินงาน,ค่าตอบแทน,- ค่าตอบแทน,152748000.0,104539832.88,47428810.35,12,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,1
2567,2567-10-31,หมวดค่าใช้จ่าย,4,แผนงานพื้นฐาน,รายจ่ายเพื่อบริหารงานประจำ,งบดำเนินงาน,ค่าใช้สอย,- ค่าใช้สอย,456976600.0,401897942.38,54664109.32,32,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,2
2567,2567-10-31,หมวดค่าใช้จ่าย,4,แผนงานพื้นฐาน,รายจ่ายเพื่อบริหารงานประจำ,งบดำเนินงาน,ค่าวัสดุ,- ค่าวัสดุ,143801700.0,125791828.65,18000300.92,11,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,2
2567,2567-10-31,หมวดค่าใช้จ่าย,4,แผนงานพื้นฐาน,รายจ่ายเพื่อบริหารงานประจำ,งบดำเนินงาน,ค่าสาธารณูปโภค,- ค่าสาธารณูปโภค,278380300.0,238277935.08,40912073.92,7,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,3
2567,2567-10-31,หมวดงบรายจ่าย,3,แผนงานพื้นฐาน,รายจ่ายเพื่อบริหารงานประจำ,งบลงทุน,,งบลงทุน,171785400.0,41359713.44,135935466.56,1,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,3
2567,2567-10-31,หมวดงบรายจ่าย,3,แผนงานพื้นฐาน,รายจ่ายเพื่อบริหารงานประจำ,งบเงินอุดหนุน,,งบเงินอุดหนุน,3300000.0,3154463.36,145536.64,2,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,3
2567,2567-10-31,หมวดงบรายจ่าย,3,แผนงานพื้นฐาน,รายจ่ายเพื่อบริหารงานประจำ,งบรายจ่ายอื่น,,งบรายจ่ายอื่น,69033400.0,33471077.24,35936114.76,6,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,3
2567,2567-10-31,แผนงาน,1,แผนงานยุทธศาสตร์,,,,แผนงานยุทธศาสตร์,2287793150.0,1982402265.96,299865348.54,172,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,3
2567,2567-10-31,กลุ่มรายจ่าย,2,แผนงานยุทธศาสตร์,โครงการต่อเนื่อง,,,โครงการต่อเนื่อง,848748030.0,826934557.77,21439680.23,29,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,3
2567,2567-10-31,หมวดงบรายจ่าย,3,แผนงานยุทธศาสตร์,โครงการต่อเนื่อง,งบดำเนินงาน,,งบดำเนินงาน,370643210.0,369972337.77,670872.23,7,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,3
2567,2567-10-31,หมวดค่าใช้จ่าย,4,แผนงานยุทธศาสตร์,โครงการต่อเนื่อง,งบดำเนินงาน,ค่าใช้สอย,- ค่าใช้สอย,241994960.0,241994960.0,,5,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,3
2567,2567-10-31,หมวดค่าใช้จ่าย,4,แผนงานยุทธศาสตร์,โครงการต่อเนื่อง,งบดำเนินงาน,ค่าสาธารณูปโภค,- ค่าสาธารณูปโภค,128648250.0,127977377.77,670872.23,2,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,4
2567,2567-10-31,หมวดงบรายจ่าย,3,แผนงานยุทธศาสตร์,โครงการต่อเนื่อง,งบลงทุน,,งบลงทุน,426671370.0,416621470.0,10049900.0,12,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,4
2567,2567-10-31,หมวดค่าใช้จ่าย,4,แผนงานยุทธศาสตร์,โครงการต่อเนื่อง,งบลงทุน,รายการที่ดิน/อาคาร/สิ่งก่อสร้าง,รายการที่ดิน/อาคาร/สิ่งก่อสร้าง,68713050.0,58663150.0,10049900.0,4,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,4
2567,2567-10-31,หมวดค่าใช้จ่าย,4,แผนงานยุทธศาสตร์,โครงการต่อเนื่อง,งบลงทุน,ค่าพัฒนา/ปรับปรุงระบบสารสนเทศ,ค่าพัฒนา/ปรับปรุงระบบสารสนเทศ,272099320.0,272099320.0,,6,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,4
2567,2567-10-31,หมวดงบรายจ่าย,3,แผนงานยุทธศาสตร์,โครงการต่อเนื่อง,งบรายจ่ายอื่น,,งบรายจ่ายอื่น,51433450.0,40340750.0,10718908.0,10,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,4
2567,2567-10-31,กลุ่มรายจ่าย,2,แผนงานยุทธศาสตร์,รายจ่ายเพื่อบริหารงาน,,,รายจ่ายเพื่อบริหารงาน,1439045120.0,1155467708.19,278425668.31,143,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,5
2567,2567-10-31,หมวดงบรายจ่าย,3,แผนงานยุทธศาสตร์,รายจ่ายเพื่อบริหารงาน,งบดำเนินงาน,,งบดำเนินงาน,1146987800.0,998980826.32,142159644.18,115,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,5
2567,2567-10-31,หมวดค่าใช้จ่าย,4,แผนงานยุทธศาสตร์,รายจ่ายเพื่อบริหารงาน,งบดำเนินงาน,ค่าตอบแทน,- ค่าตอบแทน,579200.0,249847.0,324403.0,1,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,5
2567,2567-10-31,หมวดค่าใช้จ่าย,4,แผนงานยุทธศาสตร์,รายจ่ายเพื่อบริหารงาน,งบดำเนินงาน,ค่าใช้สอย,- ค่าใช้สอย,698725300.0,669977647.83,53372902.67,110,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,5
2567,2567-10-31,หมวดค่าใช้จ่าย,4,แผนงานยุทธศาสตร์,รายจ่ายเพื่อบริหารงาน,งบดำเนินงาน,ค่าวัสดุ,- ค่าวัสดุ,22668500.0,22665242.12,3257.88,1,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,8
2567,2567-10-31,หมวดค่าใช้จ่าย,4,แผนงานยุทธศาสตร์,รายจ่ายเพื่อบริหารงาน,งบดำเนินงาน,ค่าสาธารณูปโภค,- ค่าสาธารณูปโภค,425014800.0,306088089.37,88459080.63,3,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,8
2567,2567-10-31,หมวดงบรายจ่าย,3,แผนงานยุทธศาสตร์,รายจ่ายเพื่อบริหารงาน,งบลงทุน,,งบลงทุน,145176500.0,31568940.17,114277559.83,10,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,8
2567,2567-10-31,หมวดค่าใช้จ่าย,4,แผนงานยุทธศาสตร์,รายจ่ายเพื่อบริหารงาน,งบลงทุน,โครงการจัดซื้อจอแสดงผลระบบวีดีโอวอลล์ (Video Wall) พร้อมอุปกรณ์และ การติดตั้งภายในห้องประชุมอำพล สิงหโกวินท์ ชั้น 6 อาคารอำนวยการ สำนักงานประกันสังคม,- โครงการจัดซื้อจอแสดงผลระบบวีดีโอวอลล์ (Video Wall) พร้อมอุปกรณ์และ การติดตั้งภายในห้องประชุมอำพล สิงหโกวินท์ ชั้น 6 อาคารอำนวยการ สำนักงานประกันสังคม,1658500.0,,1658500.0,0,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,8
2567,2567-10-31,หมวดค่าใช้จ่าย,4,แผนงานยุทธศาสตร์,รายจ่ายเพื่อบริหารงาน,งบลงทุน,รายการที่ดิน/อาคาร/สิ่งก่อสร้าง,รายการที่ดิน/อาคาร/สิ่งก่อสร้าง,115737300.0,21672940.17,94734359.83,6,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,8
2567,2567-10-31,หมวดค่าใช้จ่าย,4,แผนงานยุทธศาสตร์,รายจ่ายเพื่อบริหารงาน,งบลงทุน,ค่าพัฒนา/ปรับปรุงระบบงาน,ค่าพัฒนา/ปรับปรุงระบบงาน,27780700.0,9896000.0,17884700.0,3,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,8
2567,2567-10-31,หมวดงบรายจ่าย,3,แผนงานยุทธศาสตร์,รายจ่ายเพื่อบริหารงาน,งบเงินอุดหนุน,,งบเงินอุดหนุน,34000000.0,17326133.5,16673866.5,1,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,8
2567,2567-10-31,หมวดงบรายจ่าย,3,แผนงานยุทธศาสตร์,รายจ่ายเพื่อบริหารงาน,งบรายจ่ายอื่น,,งบรายจ่ายอื่น,112880820.0,107591808.2,5314597.8,17,DOC-BUD-2567,1.5ผลเบิกจ่ายปี 2567 - final.pdf,8
